Id หลัก,Facter ID,ประเภทการคิด,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ KPI,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-197,จำนวนครั้งของการรับ set case ตรวจสอบการจอง-นัด case ผ่าตัดที่ไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-197,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-198,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-198,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-198,จำนวนครั้งของการประเมินผู้ป่วยผ่าตัด และการบันทึกข้อมูลทางการพยาบาลไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-198,จำนวนครั้งของการของการช่วยแพทย์ผ่าตัด ส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-198,จำนวนครั้งของการรายงานแพทย์  และรับคำสั่งแพทย์ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-199,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-199,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-199,จำนวนครั้งของการประเมินผู้ป่วยผ่าตัด และการบันทึกข้อมูลทางการพยาบาลไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-199,จำนวนครั้งของการของการช่วยแพทย์ผ่าตัด ส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-199,จำนวนครั้งของการรายงานแพทย์  และรับคำสั่งแพทย์ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-200,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-200,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-200,จำนวนครั้งของการประเมินผู้ป่วยผ่าตัด และการบันทึกข้อมูลทางการพยาบาลไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-200,จำนวนครั้งของการของการช่วยแพทย์ผ่าตัด ส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-200,จำนวนครั้งของการรายงานแพทย์  และรับคำสั่งแพทย์ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-201,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-201,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-201,จำนวนครั้งของการประเมินผู้ป่วยผ่าตัด และการบันทึกข้อมูลทางการพยาบาลไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-201,จำนวนครั้งของการของการช่วยแพทย์ผ่าตัด ส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-201,จำนวนครั้งของการรายงานแพทย์  และรับคำสั่งแพทย์ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-202,จำนวนครั้งของความไม่พร้อมในการบริการพักฟื้นหลังผ่าตัด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-202,อัตราการติดตามเยี่ยมผู้ป่วยหลังผ่าตัด,20,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-202,จำนวนครั้งการประเมินผู้ป่วย Recovery ตาม Modified Aldrete Score ไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-202,อัตราการการปฏิบัติได้ถูกต้องตามนโยบาย IPSG3 ,20,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-202,จำนวนครั้งของการรายงานแพทย์  และรับคำสั่งแพทย์ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-203,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-203,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-203,จำนวนครั้งของการประเมินผู้ป่วยผ่าตัด และการบันทึกข้อมูลทางการพยาบาลไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-203,จำนวนครั้งของการของการช่วยแพทย์ผ่าตัด ส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-203,จำนวนครั้งของการรายงานแพทย์  และรับคำสั่งแพทย์ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-204,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-204,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-204,จำนวนครั้งของการประเมินผู้ป่วยผ่าตัด และการบันทึกข้อมูลทางการพยาบาลไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-204,จำนวนครั้งของการของการช่วยแพทย์ผ่าตัด ส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-204,จำนวนครั้งของการรายงานแพทย์  และรับคำสั่งแพทย์ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-205,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-205,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-205,จำนวนครั้งของการเกิดอุบัติการณ์ของติดไปกับผ้า/เดือน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-205,จำนวนครั้งของการของการส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-205,จำนวนครั้งของการ รับ-ส่งเอกสาร และ Lab ไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-206,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-206,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-206,จำนวนครั้งของการเกิดอุบัติการณ์ของติดไปกับผ้า/เดือน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-206,จำนวนครั้งของการของการส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-206,จำนวนครั้งของการ รับ-ส่งเอกสาร และ Lab ไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-207,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-207,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-207,จำนวนครั้งของการเกิดอุบัติการณ์ของติดไปกับผ้า/เดือน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-207,จำนวนครั้งของการของการส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-207,จำนวนครั้งของการ รับ-ส่งเอกสาร และ Lab ไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-208,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-208,จำนวนครั้งของการพบของหมดอายุในหน่วยงาน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-208,จำนวนครั้งของการเกิดอุบัติการณ์ของติดไปกับผ้า/เดือน,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-208,จำนวนครั้งของการของการส่งเครื่องมือผ่าตัด ช่วยรอบนอก ตรวจนับเครื่องมือ และผ้าซับโลหิตไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-208,จำนวนครั้งของการ รับ-ส่งเอกสาร และ Lab ไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-209,จำนวนครั้งของการคีย์ผิดพลาด,25,3,7,6,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-209,จำนวนครั้งของตรวจสอบรายการค่าผ่าตัด และส่งเอกสารรายการค่าผ่าตัดให้แผนกการเงินล่าช้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-209,จำนวนครั้งของรายงานการสื่อสารประสานงานไม่ถูกต้อง,25,3,7,6,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-209,จำนวนครั้งของความไม่พร้อมใช้ของเอกสารใบบันทึกต่างๆของหน่วยงาน,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-210,จำนวนครั้งของการคีย์ผิดพลาด,25,3,7,6,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
